time,AQI,SO2,PM2.5,PM10,NO2,CO,O3_8h
2020/1/1,59,9,42,58,27,0.9,64
2020/1/2,70,11,51,76,29,0.8,64
2020/1/3,85,10,63,92,28,0.9,82
2020/1/4,84,12,62,84,27,1.1,83
2020/1/5,80,10,59,86,31,0.9,130
2020/1/6,57,9,36,64,28,0.5,79
2020/1/7,50,8,25,50,21,0.5,82
2020/1/8,48,10,23,41,22,1.1,96
2020/1/9,72,12,50,93,35,1.3,82
2020/1/10,74,10,54,79,23,1.2,27
2020/1/11,25,8,13,21,20,0.9,26
2020/1/12,40,8,20,28,15,0.8,80
2020/1/13,58,8,41,58,21,0.9,50
2020/1/14,29,7,20,24,18,0.9,35
2020/1/15,29,8,19,29,23,0.8,19
2020/1/16,28,6,12,15,17,1.1,31
2020/1/17,36,6,25,27,12,0.8,50
2020/1/18,57,6,40,48,13,0.7,47
2020/1/19,39,6,27,33,17,0.9,58
2020/1/20,72,6,52,65,21,0.9,48
2020/1/21,67,7,48,69,19,0.8,80
2020/1/22,51,7,34,51,16,0.7,80
2020/1/23,58,6,41,55,15,0.8,51
2020/1/24,35,5,24,27,10,1.1,24
2020/1/25,25,6,14,15,9,1,34
2020/1/26,33,6,8,9,8,1.3,44
2020/1/27,30,5,19,22,6,0.8,60
2020/1/28,40,5,28,32,7,0.8,74
2020/1/29,54,6,38,42,8,0.7,92
2020/1/30,57,7,40,45,9,0.7,101
2020/1/31,68,7,49,54,12,0.7,100
2020/2/1,122,7,92,103,18,0.9,64
2020/2/2,103,6,77,86,13,0.7,48
2020/2/3,25,6,12,12,8,0.7,50
2020/2/4,25,6,12,13,9,0.7,49
2020/2/5,30,6,21,22,9,0.7,36
2020/2/6,26,6,13,14,9,0.6,52
2020/2/7,20,6,8,8,7,0.7,40
2020/2/8,15,5,9,10,7,0.6,28
2020/2/9,24,5,9,10,6,0.6,47
2020/2/10,28,6,19,21,7,0.6,54
2020/2/11,58,7,41,48,14,0.8,37
2020/2/12,79,7,58,65,13,0.9,46
2020/2/13,37,6,16,20,8,0.6,73
2020/2/14,30,7,10,13,6,0.5,59
2020/2/15,32,6,7,9,6,0.5,64
2020/2/16,39,7,8,13,5,0.3,78
2020/2/17,45,9,14,22,7,0.5,89
2020/2/18,49,9,25,33,11,0.6,98
2020/2/19,73,8,53,62,18,0.7,72
2020/2/20,117,7,88,104,20,0.9,89
2020/2/21,85,7,63,78,15,0.8,116
2020/2/22,74,8,54,64,13,0.7,104
2020/2/23,69,7,50,61,14,0.7,108
2020/2/24,53,6,37,49,14,0.6,93
2020/2/25,56,6,37,61,20,0.7,61
2020/2/26,77,7,56,74,21,0.7,80
2020/2/27,64,7,46,62,18,0.7,110
2020/2/28,42,6,29,41,14,0.6,74
2020/2/29,53,6,37,53,20,0.7,80
2020/3/1,36,6,25,30,12,0.7,60
2020/3/2,36,7,25,32,12,0.8,62
2020/3/3,20,7,13,15,11,0.8,31
2020/3/4,23,6,6,7,9,0.7,46
2020/3/5,25,7,13,19,12,0.7,49
2020/3/6,30,7,21,29,19,0.8,39
2020/3/7,31,7,16,26,14,0.8,62
2020/3/8,32,7,21,32,14,0.6,59
2020/3/9,30,7,15,25,11,0.9,59
2020/3/10,49,7,21,30,12,0.8,98
2020/3/11,49,9,33,49,17,0.6,66
2020/3/12,35,8,24,35,20,0.8,41
2020/3/13,23,8,15,21,11,0.7,46
2020/3/14,57,8,40,61,13,0.7,83
2020/3/15,72,9,52,84,23,0.8,73
2020/3/16,88,12,65,102,32,0.8,47
2020/3/17,43,7,30,41,16,0.7,47
2020/3/18,26,7,10,14,14,0.7,51
2020/3/19,22,8,9,15,17,0.8,43
2020/3/20,41,9,24,41,21,0.8,51
2020/3/21,40,9,24,40,21,0.8,36
2020/3/22,42,10,22,42,20,0.7,56
2020/3/23,52,10,34,53,18,0.6,77
2020/3/24,35,9,18,27,16,0.6,69
2020/3/25,36,8,16,27,17,0.6,72
2020/3/26,28,9,16,28,17,0.7,45
2020/3/27,47,6,18,21,13,0.6,93
2020/3/28,28,6,8,10,8,0.4,56
2020/3/29,21,5,10,12,10,0.5,41
2020/3/30,16,5,9,12,11,0.5,31
2020/4/1,24,6,16,24,15,0.5,29
2020/4/2,18,5,12,18,14,0.7,31
2020/4/3,18,5,6,9,12,0.7,31
2020/4/4,23,5,14,18,9,0.7,46
2020/4/5,35,5,21,23,11,0.7,69
2020/4/6,46,5,32,40,14,0.7,69
2020/4/7,58,7,41,58,23,0.9,81
2020/4/8,68,8,49,69,22,0.9,118
2020/4/9,73,7,47,69,25,0.8,127
2020/4/10,72,10,52,78,27,0.7,108
2020/4/11,42,7,29,40,18,0.6,63
2020/4/12,60,6,19,34,13,0.6,111
2020/4/13,59,8,29,46,24,0.6,110
2020/4/14,59,9,42,68,31,0.7,71
2020/4/15,78,8,34,54,22,0.6,133
2020/4/16,73,10,41,70,26,0.7,127
2020/4/17,55,8,35,60,20,0.5,86
2020/4/18,57,9,38,64,22,0.5,62
2020/4/19,43,7,26,43,14,0.5,56
2020/4/20,54,8,28,58,25,0.7,44
2020/4/21,36,6,22,36,14,0.6,58
2020/4/22,32,5,8,13,12,0.6,63
2020/4/23,34,5,14,20,13,0.5,67
2020/4/24,38,6,22,31,13,0.5,75
2020/4/25,48,7,29,44,19,0.6,96
2020/4/26,53,8,26,40,17,0.5,103
2020/4/27,72,8,31,52,23,0.6,126
2020/4/28,80,10,29,55,26,0.6,135
2020/4/29,108,10,34,61,22,0.6,168
2020/4/30,60,10,37,68,23,0.7,111
2020/5/1,56,8,38,61,21,0.6,86
2020/5/2,49,7,32,49,17,0.6,71
2020/5/3,49,7,28,49,18,0.6,80
2020/5/4,50,7,29,50,17,0.6,87
2020/5/5,56,7,37,62,17,0.7,97
2020/5/6,52,6,33,54,13,0.7,101
2020/5/7,35,6,17,35,12,0.5,58
2020/5/8,35,6,19,35,13,0.5,65
2020/5/9,44,6,21,39,12,0.6,88
2020/5/10,46,6,29,46,12,0.7,81
2020/5/11,45,8,24,39,13,0.8,90
2020/5/12,78,7,28,47,12,0.6,133
2020/5/13,59,8,33,53,17,0.7,110
2020/5/14,35,7,20,35,14,0.7,66
2020/5/15,34,7,13,32,12,0.7,67
2020/5/16,47,7,11,24,13,0.6,93
2020/5/17,35,7,17,35,16,0.6,67
2020/5/18,49,7,16,36,16,0.6,98
2020/5/19,60,8,19,39,16,0.6,112
2020/5/20,51,8,27,52,18,0.6,81
2020/5/21,43,6,26,43,17,0.8,53
2020/5/22,41,6,11,20,11,0.6,82
2020/5/23,65,7,22,41,16,0.5,117
2020/5/24,75,7,27,50,19,0.5,130
2020/5/25,47,7,28,42,14,0.5,93
2020/5/26,60,8,8,15,10,0.5,111
2020/5/27,61,8,22,31,14,0.5,113
2020/5/28,69,7,23,43,18,0.6,122
2020/5/29,55,7,23,38,14,0.6,105
2020/5/30,47,6,10,18,10,0.4,93
2020/5/31,39,6,10,22,10,0.4,78
2020/6/1,28,6,13,28,14,0.4,51
2020/6/2,31,6,10,20,11,0.4,62
2020/6/3,30,6,13,25,13,0.5,59
2020/6/4,33,6,12,25,13,0.6,65
2020/6/5,34,6,12,24,16,0.5,67
2020/6/6,35,7,16,35,19,0.5,59
2020/6/7,31,5,11,15,15,0.5,62
2020/6/8,27,6,15,23,14,0.5,53
2020/6/9,36,6,11,18,13,0.4,72
2020/6/10,33,6,12,26,12,0.4,66
2020/6/11,33,6,11,27,15,0.4,65
2020/6/12,38,6,12,25,13,0.4,76
2020/6/13,45,7,16,30,14,0.4,90
2020/6/14,31,7,12,22,11,0.4,61
2020/6/15,40,6,9,18,11,0.3,79
2020/6/16,34,6,10,20,15,0.4,67
2020/6/17,33,6,9,18,14,0.4,65
2020/6/18,32,7,10,24,13,0.4,63
2020/6/19,25,6,11,25,14,0.4,50
2020/6/20,30,6,12,27,15,0.5,60
2020/6/21,29,6,13,29,17,0.5,53
2020/6/22,36,7,14,32,15,0.5,72
2020/6/23,42,7,18,37,15,0.5,83
2020/6/24,43,7,20,37,15,0.6,85
2020/6/25,27,6,10,15,11,0.5,53
2020/6/26,29,6,14,27,14,0.5,58
2020/6/27,28,6,9,21,10,0.5,55
2020/6/28,30,7,10,24,14,0.4,60
2020/6/29,38,7,14,30,14,0.5,75
2020/6/30,53,8,24,42,16,0.6,103
2020/7/1,58,8,26,44,15,0.5,109
2020/7/2,43,7,18,32,16,0.5,85
2020/7/3,39,6,11,23,11,0.5,78
2020/7/4,37,6,12,23,12,0.5,73
2020/7/5,36,7,15,30,15,0.5,71
2020/7/6,34,6,15,27,13,0.5,68
2020/7/7,36,7,14,33,16,0.6,72
2020/7/8,39,7,20,39,16,0.6,75
2020/7/9,43,7,22,43,16,0.6,80
2020/7/10,39,6,24,39,16,0.6,59
2020/7/11,33,6,18,33,13,0.5,63
2020/7/12,38,6,16,31,12,0.5,76
2020/7/13,43,7,15,30,15,0.5,85
2020/7/14,56,7,23,41,15,0.6,107
2020/7/15,52,8,33,54,16,0.6,102
2020/7/16,54,9,38,55,16,0.6,82
2020/7/17,38,8,19,32,11,0.5,76
2020/7/18,40,8,23,40,14,0.6,79
2020/7/19,51,8,30,51,15,0.6,67
2020/7/20,45,9,27,45,15,0.5,68
2020/7/21,40,9,24,40,14,0.5,65
2020/7/22,39,10,24,39,15,0.5,65
2020/7/23,48,9,33,46,17,0.5,95
2020/7/24,49,8,31,49,16,0.5,93
2020/7/25,49,8,30,49,16,0.5,95
2020/7/26,40,7,24,40,15,0.6,66
2020/7/27,45,8,25,45,16,0.6,72
2020/7/28,45,7,20,35,13,0.5,89
2020/7/29,47,8,20,35,16,0.5,94
2020/7/30,78,7,20,33,15,0.5,133
2020/7/31,34,7,13,24,13,0.4,67
2020/8/1,21,6,10,20,12,0.5,41
2020/8/2,25,6,8,15,12,0.5,49
2020/8/3,28,6,11,21,12,0.5,56
2020/8/4,33,6,11,23,12,0.6,66
2020/8/5,27,6,10,17,11,0.5,53
2020/8/6,32,6,10,20,13,0.5,63
2020/8/7,33,8,12,27,12,0.5,65
2020/8/8,39,7,15,33,15,0.5,78
2020/8/9,42,7,22,42,14,0.6,78
2020/8/10,38,7,21,38,14,0.7,74
2020/8/11,41,6,17,29,11,0.6,82
2020/8/12,36,6,12,23,9,0.6,72
2020/8/13,28,7,10,19,12,0.6,55
2020/8/14,31,8,10,21,12,0.6,61
2020/8/15,28,9,8,21,12,0.7,56
2020/8/16,34,8,11,21,12,0.6,67
2020/8/17,41,7,12,26,13,0.7,82
2020/8/18,40,8,14,29,12,0.7,80
2020/8/19,26,7,10,21,11,0.6,52
2020/8/20,38,6,15,25,15,0.6,75
2020/8/21,31,7,13,31,14,0.5,60
2020/8/22,43,7,16,35,13,0.5,85
2020/8/23,65,8,25,43,14,0.6,117
2020/8/24,42,7,26,42,13,0.7,69
2020/8/25,36,8,15,31,13,0.7,71
2020/8/26,44,6,7,16,11,0.6,88
2020/8/27,70,8,18,38,16,0.6,124
2020/8/28,80,8,25,44,18,0.6,136
2020/8/29,81,9,34,61,20,0.7,137
2020/8/30,92,9,37,62,18,0.8,150
2020/8/31,83,9,39,63,19,0.7,139
2020/9/1,95,9,40,62,18,0.6,153
2020/9/2,75,9,34,55,18,0.6,129
2020/9/3,95,9,36,63,22,0.6,154
2020/9/4,95,9,51,82,22,0.6,153
2020/9/5,72,9,52,75,20,0.6,114
2020/9/6,52,8,31,51,19,0.5,102
2020/9/7,42,7,21,32,14,0.4,84
2020/9/8,41,8,13,25,12,0.4,81
2020/9/9,43,8,12,22,13,0.4,86
2020/9/10,33,9,12,24,13,0.4,66
2020/9/11,39,8,17,33,14,0.5,77
2020/9/12,41,7,16,23,11,0.6,82
2020/9/13,46,7,17,30,11,0.7,92
2020/9/14,48,9,28,47,14,0.7,96
2020/9/15,45,8,20,34,13,0.5,89
2020/9/16,43,10,13,27,14,0.4,86
2020/9/17,33,8,13,26,11,0.4,65
2020/9/18,40,7,12,22,11,0.5,79
2020/9/19,27,7,14,22,13,0.6,53
2020/9/20,37,7,19,30,14,0.6,73
2020/9/21,33,8,20,33,16,0.6,55
2020/9/22,30,7,15,28,15,0.4,60
2020/9/23,28,7,7,12,10,0.6,56
2020/9/24,32,7,11,19,12,0.6,64
2020/9/25,32,8,15,26,13,0.6,64
2020/9/26,29,7,10,16,13,0.6,57
2020/9/27,25,7,9,15,12,0.5,50
2020/9/28,27,8,14,23,14,0.6,53
2020/9/29,44,8,23,44,22,0.7,88
2020/9/30,31,7,13,22,11,0.7,62
2020/10/1,37,8,18,27,9,0.7,73
2020/10/2,51,8,24,36,11,0.6,101
2020/10/3,59,8,29,47,15,0.6,110
2020/10/4,46,7,24,46,15,0.6,74
2020/10/5,31,6,9,18,9,0.6,61
2020/10/6,27,7,12,20,11,0.6,54
2020/10/7,28,8,15,23,11,0.6,55
2020/10/8,30,6,17,23,12,0.7,60
2020/10/9,37,7,25,37,15,0.8,68
2020/10/10,54,9,38,54,16,0.8,101
2020/10/11,69,9,44,63,20,0.8,122
2020/10/12,81,9,48,75,20,0.8,137
2020/10/13,80,8,59,80,19,0.8,105
2020/10/14,69,6,50,58,15,0.9,64
2020/10/15,26,6,16,20,12,0.8,51
2020/10/16,24,7,9,16,12,0.8,48
2020/10/17,29,6,9,17,13,0.7,58
2020/10/18,26,6,13,19,12,0.6,51
2020/10/19,32,7,22,31,13,0.6,58
2020/10/20,32,8,22,32,14,0.7,62
2020/10/21,45,6,30,45,14,0.7,83
2020/10/22,53,8,21,46,18,0.5,103
2020/10/23,70,9,32,87,22,0.6,124
2020/10/24,82,10,36,90,26,0.7,138
2020/10/25,76,14,46,97,24,0.8,131
2020/10/26,84,13,46,86,24,0.8,140
2020/10/27,80,10,49,77,16,0.8,135
2020/10/28,76,9,51,79,20,0.8,131
2020/10/29,68,6,49,55,15,0.9,99
2020/10/30,82,6,60,75,15,1,82
2020/10/31,84,8,62,82,18,0.9,104
2020/11/1,89,8,66,81,14,1,100
2020/11/2,37,6,23,29,13,0.8,74
2020/11/3,58,8,37,66,18,0.7,95
2020/11/4,74,11,54,89,19,0.8,128
2020/11/5,70,11,51,87,26,0.8,117
2020/11/6,81,11,50,81,24,0.8,137
2020/11/7,71,11,50,79,19,0.8,125
2020/11/8,82,11,45,81,27,0.7,138
2020/11/9,79,11,41,88,28,0.6,134
2020/11/10,82,11,41,81,32,0.7,138
2020/11/11,80,13,52,91,37,0.9,135
2020/11/12,83,12,51,85,34,0.9,139
2020/11/13,77,12,50,86,36,0.9,132
2020/11/14,88,13,65,101,38,1,135
2020/11/15,114,15,86,140,38,1,120
2020/11/16,102,11,76,121,40,0.9,115
2020/11/17,68,9,49,75,26,0.6,111
2020/11/18,57,9,29,63,26,0.6,64
2020/11/19,52,9,28,54,24,0.6,69
2020/11/20,58,10,40,66,22,0.8,100
2020/11/21,63,11,45,73,23,0.8,94
2020/11/22,41,8,26,41,14,0.8,32
2020/11/23,25,7,15,25,15,0.9,26
2020/11/24,26,7,13,26,18,0.9,17
2020/11/25,41,9,26,41,21,1.1,20
2020/11/26,30,8,20,30,19,1,22
2020/11/27,23,7,12,23,15,0.8,34
2020/11/28,28,8,18,28,15,0.8,33
2020/11/29,52,8,36,48,17,1,46
2020/11/30,42,9,29,42,18,1,48
2020/12/1,36,8,25,35,16,0.9,60
2020/12/2,43,10,30,42,17,0.9,49
2020/12/3,28,7,18,28,17,0.8,36
2020/12/4,27,8,13,27,16,0.8,36
2020/12/5,39,8,26,39,15,0.8,44
2020/12/6,69,9,50,73,23,0.9,62
2020/12/7,75,10,55,81,21,0.8,65
2020/12/8,50,9,35,50,16,0.7,68
2020/12/9,52,8,34,54,22,0.8,63
2020/12/10,46,8,32,46,17,0.9,75
2020/12/11,59,9,42,62,19,1,62
2020/12/12,70,8,51,62,18,1,56
2020/12/13,68,8,49,62,23,1.2,26
2020/12/14,20,6,9,11,16,0.8,35
2020/12/15,19,6,13,15,15,0.6,27
2020/12/16,30,6,21,27,18,0.6,20
2020/12/17,43,6,30,35,19,0.6,24
2020/12/18,38,7,26,32,21,0.7,24
2020/12/19,72,10,52,82,26,0.7,49
2020/12/20,82,12,60,92,28,0.8,97
2020/12/21,93,12,69,97,31,0.9,120
2020/12/22,104,11,78,114,44,1,117
2020/12/23,100,11,75,105,33,0.9,93
2020/12/24,79,10,58,76,22,0.8,71
2020/12/25,105,11,79,119,40,1,58
2020/12/26,120,13,91,145,44,1.1,42
2020/12/27,142,15,108,146,29,1,84
2020/12/28,137,13,104,158,41,1.2,73
2020/12/29,79,9,58,90,27,1,85
2020/12/30,54,7,32,58,18,0.7,72
2020/12/31,49,10,27,49,16,0.6,82
2021/1/1,52,10,34,53,22,0.7,87
2021/1/2,65,11,47,76,35,0.7,94
2021/1/3,74,13,54,83,33,0.8,112
2021/1/4,87,18,64,98,34,0.9,102
2021/1/5,103,18,77,107,26,0.9,107
2021/1/6,144,12,110,150,26,1.1,61
2021/1/7,84,8,62,78,26,1,32
2021/1/8,47,7,25,47,22,0.6,49
2021/1/9,50,10,24,50,23,0.6,57
2021/1/10,56,14,36,61,25,0.6,51
2021/1/11,59,11,36,68,28,0.6,62
2021/1/12,66,11,44,82,40,0.7,89
2021/1/13,83,11,61,114,52,0.9,69
2021/1/14,83,11,61,106,51,0.9,99
2021/1/15,80,11,59,104,53,0.9,107
2021/1/16,105,14,79,133,46,0.9,97
2021/1/17,103,12,58,155,27,0.8,58
2021/1/18,76,12,52,101,37,0.8,103
2021/1/19,81,11,56,112,40,0.9,124
2021/1/20,75,11,55,98,45,0.9,125
2021/1/21,73,9,53,83,39,0.9,67
2021/1/22,99,12,74,108,25,1,108
2021/1/23,88,10,65,89,24,0.9,111
2021/1/24,77,9,56,85,29,0.8,110
2021/1/25,60,7,43,69,22,0.7,79
2021/1/26,28,6,16,28,16,1,54
2021/1/27,89,9,66,86,20,1.1,78
2021/1/28,73,8,53,69,20,1.1,74
2021/1/29,69,10,50,75,28,1,101
2021/1/30,74,10,54,96,38,1,122
2021/1/31,69,9,50,87,36,1,112
2021/2/1,63,9,43,75,25,0.8,111
2021/2/2,80,9,59,83,17,1,116
2021/2/3,83,9,61,88,23,1.1,105
2021/2/4,77,7,56,80,23,0.9,122
2021/2/5,84,7,41,67,22,0.8,140
2021/2/6,62,7,42,60,15,1,114
2021/2/7,67,7,44,71,21,0.8,120
2021/2/8,64,6,46,63,14,0.9,83
2021/2/9,23,6,12,16,9,0.9,37
2021/2/10,21,6,5,8,8,0.8,42
2021/2/11,30,7,11,14,8,0.8,60
2021/2/12,75,11,55,64,8,0.6,69
2021/2/13,58,7,41,50,9,0.7,76
2021/2/14,57,7,40,51,11,0.7,87
2021/2/15,58,7,41,53,11,0.7,92
2021/2/16,54,7,38,47,10,0.7,58
2021/2/17,40,6,15,20,7,0.7,79
2021/2/18,48,7,24,36,10,0.6,96
2021/2/19,52,7,30,47,12,0.6,102
2021/2/20,56,7,35,53,16,0.7,107
2021/2/21,80,8,49,67,17,0.8,136
2021/2/22,83,8,54,70,18,0.8,139
2021/2/23,84,8,56,77,19,0.8,140
2021/2/24,77,7,46,64,13,0.7,132
2021/2/25,52,6,36,43,14,0.6,99
2021/2/26,17,6,8,9,10,0.6,33
2021/2/27,25,6,17,18,10,0.8,36
2021/2/28,33,5,23,27,16,0.9,22
2021/3/1,33,6,23,30,17,0.9,31
2021/3/2,45,6,14,19,11,0.9,89
2021/3/3,43,7,30,39,14,0.8,53
2021/3/4,24,6,13,24,16,0.9,26
2021/3/5,36,8,25,35,24,0.9,17
2021/3/6,25,7,17,22,14,0.9,49
2021/3/7,29,7,17,26,11,0.7,57
2021/3/8,36,7,25,36,16,0.8,26
2021/3/9,23,6,12,19,16,0.9,12
2021/3/10,23,6,12,20,18,0.9,13
2021/3/11,23,7,11,22,17,0.9,10
2021/3/12,28,5,15,21,13,0.9,55
2021/3/13,58,7,39,65,22,0.9,60
2021/3/14,73,8,53,79,22,0.9,106
2021/3/15,84,9,62,89,27,0.8,81
2021/3/16,72,11,52,82,26,0.7,105
2021/3/17,69,11,50,78,20,0.6,111
2021/3/18,73,11,53,87,26,0.6,65
2021/3/19,70,12,51,84,29,0.7,37
2021/3/20,35,8,22,35,14,0.6,37
2021/3/21,30,6,15,30,16,0.7,48
2021/3/22,92,7,42,133,21,0.7,62
2021/3/23,82,8,46,114,24,0.7,72
2021/3/24,84,10,47,117,26,0.8,105
2021/3/25,91,14,64,132,39,0.8,48
2021/3/26,80,12,59,108,30,0.8,106
2021/3/27,73,8,53,79,22,0.9,106
2021/3/28,84,9,62,89,27,0.8,81
2021/3/29,72,11,52,82,26,0.7,105
2021/3/30,84,9,62,79,23,0.8,37
2021/3/31,56,8,34,61,16,0.6,74
2021/4/1,47,10,23,47,17,0.5,71
2021/4/2,58,10,38,66,21,0.8,45
2021/4/3,46,8,28,46,13,0.7,32
2021/4/4,42,9,29,41,12,0.7,58
2021/4/5,49,7,34,45,13,0.8,56
2021/4/6,53,8,37,50,15,0.8,92
2021/4/7,70,10,51,81,25,0.9,78
2021/4/8,38,6,11,18,12,0.7,75
2021/4/9,33,6,21,26,14,0.7,65
2021/4/10,30,6,20,30,18,0.7,34
2021/4/11,70,8,29,49,22,0.7,123
2021/4/12,63,9,45,69,23,0.8,113
2021/4/13,44,8,30,44,17,0.9,77
2021/4/14,31,7,20,31,14,0.7,47
2021/4/15,20,6,12,19,16,0.7,35
2021/4/16,29,6,9,15,14,0.8,58
2021/4/17,32,7,21,30,16,0.8,63
2021/4/18,38,6,26,30,19,0.7,57
2021/4/19,45,6,17,24,20,0.6,90
2021/4/20,46,6,28,41,19,0.6,92
2021/4/21,58,8,38,66,21,0.6,102
2021/4/22,54,9,30,58,22,0.7,83
2021/4/23,55,7,25,52,20,0.6,106
2021/4/24,56,9,33,61,22,0.6,80
2021/4/25,29,7,15,29,16,0.7,45
2021/4/26,20,6,11,17,16,0.8,37
2021/4/27,19,6,7,15,15,0.7,36
2021/4/28,26,6,11,17,15,0.7,52
2021/4/29,55,7,19,38,18,0.7,105
2021/4/30,68,8,23,54,22,0.6,121
2021/5/1,69,9,24,49,18,0.6,122
2021/5/2,55,9,33,53,15,0.7,106
2021/5/3,36,7,11,19,13,0.5,72
2021/5/4,56,7,13,21,13,0.5,107
2021/5/5,49,7,28,45,12,0.6,98
2021/5/6,58,9,38,66,20,0.7,81
2021/5/7,43,8,21,43,19,0.5,66
2021/5/8,45,7,16,37,17,0.5,89
2021/5/9,44,8,19,39,16,0.5,88
2021/5/10,48,9,22,46,17,0.5,95
2021/5/11,37,8,16,37,16,0.5,70
2021/5/12,37,6,14,29,16,0.5,74
2021/5/13,24,8,9,23,15,0.5,48
2021/5/14,30,10,11,27,16,0.5,60
2021/5/15,34,9,15,34,17,0.5,63
2021/5/16,37,8,15,37,16,0.4,70
2021/5/17,27,7,10,22,12,0.5,53
2021/5/18,28,8,12,18,11,0.6,55
2021/5/19,34,10,15,34,18,0.7,46
2021/5/20,18,7,6,9,13,0.5,35
2021/5/21,30,10,12,30,18,0.7,52
2021/5/22,38,11,16,38,20,0.6,74
2021/5/23,44,8,11,28,15,0.5,87
2021/5/24,34,7,5,10,11,0.5,68
2021/5/25,45,8,12,27,15,0.6,89
2021/5/26,33,9,10,25,15,0.4,65
2021/5/27,34,8,9,27,16,0.4,68
2021/5/28,34,8,9,25,16,0.5,68
2021/5/29,34,8,10,24,14,0.5,68
2021/5/30,33,9,15,33,16,0.5,34
2021/5/31,30,9,9,24,16,0.6,60
2021/6/1,29,8,8,21,15,0.4,58
2021/6/2,22,9,9,21,15,0.4,44
2021/6/3,36,8,12,24,12,0.4,72
2021/6/4,42,6,12,23,14,0.4,84
2021/6/5,76,9,14,34,18,0.5,131
2021/6/6,87,10,17,47,23,0.6,144
2021/6/7,106,10,26,53,21,0.7,166
2021/6/8,120,11,35,57,20,0.7,181
2021/6/9,90,11,27,47,18,0.6,148
2021/6/10,73,8,53,79,22,0.9,106
2021/6/11,84,9,62,89,27,0.8,81
2021/6/12,72,11,52,82,26,0.7,105
2021/6/13,35,10,9,17,15,0.4,70
2021/6/14,33,11,9,20,12,0.4,65
2021/6/15,34,9,13,29,17,0.5,67
2021/6/16,32,9,16,32,18,0.5,64
2021/6/17,38,9,14,29,15,0.4,76
2021/6/18,40,9,18,35,16,0.5,80
2021/6/19,46,11,21,43,17,0.5,91
2021/6/20,55,10,22,46,17,0.5,106
2021/6/21,45,9,19,36,16,0.5,89
2021/6/22,34,10,14,23,13,0.5,68
2021/6/23,45,12,21,37,16,0.5,89
2021/6/24,57,10,21,37,16,0.6,108
2021/6/25,43,9,12,23,12,0.4,85
2021/6/26,40,10,11,25,12,0.4,79
2021/6/27,38,10,15,34,14,0.5,75
2021/6/28,29,10,14,29,16,0.5,56
2021/6/29,33,10,10,22,11,0.4,65
2021/6/30,26,11,13,26,17,0.5,50
2021/7/1,33,9,16,33,15,0.6,64
2021/7/2,35,9,18,35,16,0.6,59
2021/7/3,37,9,18,35,15,0.6,73
2021/7/4,42,8,16,31,14,0.6,83
2021/7/5,41,10,20,36,15,0.5,82
2021/7/6,63,12,21,38,15,0.5,115
2021/7/7,35,11,20,35,14,0.5,67
2021/7/8,36,11,12,26,13,0.5,71
2021/7/9,35,10,12,27,14,0.5,69
2021/7/10,60,11,23,40,14,0.5,111
2021/7/11,38,11,24,38,14,0.5,73
2021/7/12,40,12,22,36,14,0.6,80
2021/7/13,39,12,22,39,15,0.6,72
2021/7/14,37,12,22,37,15,0.6,73
2021/7/15,44,13,27,42,16,0.6,88
2021/7/16,55,13,30,51,18,0.6,105
2021/7/17,73,8,53,79,22,0.9,106
2021/7/18,84,9,62,89,27,0.8,81
2021/7/19,72,11,52,82,26,0.7,105
2021/7/20,31,9,13,24,13,0.5,62
2021/7/21,30,8,11,22,13,0.5,60
2021/7/22,35,7,10,24,13,0.5,70
2021/7/23,52,9,19,42,20,0.6,102
2021/7/24,54,8,27,52,20,0.6,104
2021/7/25,60,9,25,56,18,0.7,111
2021/7/26,65,8,25,56,18,0.6,118
2021/7/27,70,9,30,60,18,0.6,124
2021/7/28,68,8,30,53,15,0.6,121
2021/7/29,56,7,18,29,14,0.5,107
2021/7/30,54,8,20,37,13,0.6,104
2021/7/31,57,7,15,26,11,0.6,108
2021/8/1,58,8,17,33,13,0.7,109
2021/8/2,55,9,25,43,14,0.7,105
2021/8/3,73,8,53,79,22,0.9,106
2021/8/4,84,9,62,89,27,0.8,81
2021/8/5,72,11,52,82,26,0.7,105
2021/8/6,40,8,11,24,14,0.6,80
2021/8/7,50,8,17,38,15,0.6,100
2021/8/8,47,8,16,34,14,0.6,94
2021/8/9,31,7,13,26,16,0.6,61
2021/8/10,30,8,15,30,15,0.6,49
2021/8/11,35,9,12,26,10,0.6,70
2021/8/12,36,8,12,27,12,0.6,71
2021/8/13,34,8,14,28,12,0.5,67
2021/8/14,31,9,11,22,11,0.5,61
2021/8/15,29,7,10,24,12,0.5,58
2021/8/16,32,9,10,23,13,0.5,64
2021/8/17,33,10,15,33,16,0.6,58
2021/8/18,33,11,15,33,16,0.5,57
2021/8/19,36,10,13,26,13,0.5,72
2021/8/20,40,11,19,40,17,0.6,79
2021/8/21,41,14,24,41,15,0.6,74
2021/8/22,40,13,21,40,16,0.6,74
2021/8/23,43,11,20,38,16,0.6,85
2021/8/24,36,11,19,36,17,0.6,67
2021/8/25,36,12,17,28,14,0.5,72
2021/8/26,33,9,13,28,15,0.5,66
2021/8/27,39,10,12,26,13,0.4,77
2021/8/28,52,12,14,27,16,0.5,102
2021/8/29,45,12,19,39,19,0.5,89
2021/8/30,35,12,16,29,16,0.5,70
2021/8/31,55,13,14,35,17,0.5,106
2021/9/1,33,13,13,29,15,0.5,66
